FECHA,Horas,O3,NO2,CO,SO2,PM-10,PM-2.5,,,,,,
03/02/2024,20:00:00,26,3,1,2,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
03/02/2024,21:00:00,26,3,1,2,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
03/02/2024,22:00:00,26,3,1,2,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
03/02/2024,23:00:00,24,4,1,2,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,00:00:00,27,2,1,2,51,75.733,Buena,Buena,Buena,Buena,Regular,Regular
04/02/2024,01:00:00,26,2,1,2,44,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,02:00:00,24,2,1,2,44,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,03:00:00,19,5,1,2,44,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,04:00:00,16,7,1,2,44,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,05:00:00,12,9,1,2,44,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,06:00:00,1,14,2,2,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,07:00:00,1,15,2,2,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
04/02/2024,08:00:00,3,14,3,2,54,75.733,Buena,Buena,Buena,Buena,Regular,Regular
04/02/2024,09:00:00,6,13,3,2,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
04/02/2024,10:00:00,14,12,4,2,57,75.733,Buena,Buena,Buena,Buena,Regular,Regular
04/02/2024,11:00:00,24,6,4,2,57,75.733,Buena,Buena,Buena,Buena,Regular,Regular
04/02/2024,12:00:00,31,7,4,2,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
04/02/2024,13:00:00,40,6,4,2,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
04/02/2024,14:00:00,44,5,4,4,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,15:00:00,51,4,3,4,40,75.733,Regular,Buena,Buena,Buena,Buena,Regular
04/02/2024,16:00:00,43,3,3,4,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,17:00:00,39,3,2,4,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,18:00:00,36,3,2,4,34,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,19:00:00,33,4,2,4,34,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,20:00:00,22,10,2,4,34,75.733,Buena,Buena,Buena,Buena,Buena,Regular
04/02/2024,21:00:00,2,67,4,4,35,75.733,Buena,Regular,Buena,Buena,Buena,Regular
04/02/2024,22:00:00,1,68,7,4,38,75.733,Buena,Regular,Buena,Buena,Buena,Regular
04/02/2024,23:00:00,1,66,8,4,43,75.733,Buena,Regular,Buena,Buena,Buena,Regular
05/02/2024,00:00:00,1,61,9,4,52,75.733,Buena,Regular,Buena,Buena,Regular,Regular
05/02/2024,01:00:00,1,19,10,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,02:00:00,2,20,10,4,61,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,03:00:00,5,16,11,6,64,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,04:00:00,4,16,11,6,67,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,05:00:00,7,14,9,6,68,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,06:00:00,9,12,7,6,68,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,07:00:00,4,17,5,6,67,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,08:00:00,10,11,4,6,65,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,09:00:00,16,10,4,6,64,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,10:00:00,25,4,3,6,64,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,11:00:00,26,4,3,6,67,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,12:00:00,28,4,3,4,68,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,13:00:00,29,4,2,4,68,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,14:00:00,31,4,2,4,68,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,15:00:00,31,5,2,4,68,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,16:00:00,29,5,2,4,70,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,17:00:00,29,5,1,4,70,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,18:00:00,28,4,1,4,70,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,19:00:00,25,6,2,4,71,75.733,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,20:00:00,21,9,2,4,71,75,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,21:00:00,20,7,2,4,73,75,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,22:00:00,19,6,2,4,70,73,Buena,Buena,Buena,Buena,Regular,Regular
05/02/2024,23:00:00,19,5,2,4,64,69,Buena,Buena,Buena,Buena,Regular,Regular
06/02/2024,00:00:00,19,5,2,4,58,66,Buena,Buena,Buena,Buena,Regular,Regular
06/02/2024,01:00:00,22,3,2,4,54,64,Buena,Buena,Buena,Buena,Regular,Regular
06/02/2024,02:00:00,23,2,2,4,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
06/02/2024,03:00:00,24,2,2,4,44,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,04:00:00,24,2,1,2,41,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,05:00:00,15,7,1,2,40,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,06:00:00,13,9,1,2,39,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,07:00:00,11,11,1,2,39,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,08:00:00,9,13,1,2,39,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,09:00:00,14,11,2,2,39,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,10:00:00,18,10,2,2,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,11:00:00,24,7,3,2,36,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,12:00:00,28,5,3,2,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,13:00:00,30,7,3,2,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,14:00:00,34,8,3,2,34,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,15:00:00,41,10,3,2,33,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,16:00:00,57,6,3,2,33,75.733,Regular,Buena,Buena,Buena,Buena,Regular
06/02/2024,17:00:00,55,5,3,2,34,75.733,Regular,Buena,Buena,Buena,Buena,Regular
06/02/2024,18:00:00,46,6,2,2,34,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,19:00:00,40,10,3,2,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,20:00:00,16,69,4,2,35,75.733,Buena,Regular,Buena,Buena,Buena,Regular
06/02/2024,21:00:00,1,69,5,2,38,75.733,Buena,Regular,Buena,Buena,Buena,Regular
06/02/2024,22:00:00,5,20,5,2,40,75.733,Buena,Buena,Buena,Buena,Buena,Regular
06/02/2024,23:00:00,7,15,6,4,43,75.733,Buena,Buena,Buena,Buena,Buena,Regular
07/02/2024,00:00:00,6,16,6,4,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
07/02/2024,01:00:00,1,19,7,4,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,02:00:00,1,18,7,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,03:00:00,4,16,7,4,60,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,04:00:00,8,13,6,4,63,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,05:00:00,7,13,5,4,64,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,06:00:00,4,15,5,4,65,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,07:00:00,1,19,5,4,65,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,08:00:00,1,18,6,4,70,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,09:00:00,2,63,7,4,74,75.733,Buena,Regular,Buena,Buena,Regular,Regular
07/02/2024,10:00:00,5,64,8,6,80,75.733,Buena,Regular,Buena,Buena,Regular,Regular
07/02/2024,11:00:00,20,18,8,6,83,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,12:00:00,39,12,8,6,84,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,13:00:00,55,8,8,6,87,84,Regular,Buena,Buena,Buena,Regular,Regular
07/02/2024,14:00:00,61,6,8,6,88,84,Regular,Buena,Buena,Buena,Regular,Regular
07/02/2024,15:00:00,55,4,7,6,90,75.733,Regular,Buena,Buena,Buena,Regular,Regular
07/02/2024,16:00:00,53,4,6,6,90,84,Regular,Buena,Buena,Buena,Regular,Regular
07/02/2024,17:00:00,46,4,4,6,90,82,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,18:00:00,41,5,3,6,88,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,19:00:00,35,9,3,6,88,75.733,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,20:00:00,28,16,3,6,87,82,Buena,Buena,Buena,Buena,Regular,Regular
07/02/2024,21:00:00,5,76,4,6,86,81,Buena,Regular,Buena,Buena,Regular,Regular
07/02/2024,22:00:00,1,78,7,6,84,81,Buena,Regular,Buena,Buena,Regular,Regular
07/02/2024,23:00:00,1,74,9,6,88,82,Buena,Regular,Buena,Buena,Regular,Regular
08/02/2024,00:00:00,1,70,10,6,93,85,Buena,Regular,Buena,Buena,Regular,Regular
08/02/2024,01:00:00,1,66,11,6,97,88,Buena,Regular,Buena,Buena,Regular,Regular
08/02/2024,02:00:00,3,64,12,6,99,90,Buena,Regular,Buena,Buena,Regular,Regular
08/02/2024,03:00:00,5,19,12,8,99,91,Buena,Buena,Buena,Buena,Regular,Regular
08/02/2024,04:00:00,7,17,12,8,101,91,Buena,Buena,Buena,Buena,Mala,Regular
08/02/2024,05:00:00,9,14,11,8,101,93,Buena,Buena,Buena,Buena,Mala,Regular
08/02/2024,06:00:00,4,19,9,8,102,94,Buena,Buena,Buena,Buena,Mala,Regular
08/02/2024,07:00:00,3,19,7,8,102,94,Buena,Buena,Buena,Buena,Mala,Regular
08/02/2024,08:00:00,1,62,7,6,102,93,Buena,Regular,Buena,Buena,Mala,Regular
08/02/2024,09:00:00,4,63,7,6,101,93,Buena,Regular,Buena,Buena,Mala,Regular
08/02/2024,10:00:00,9,66,7,6,101,93,Buena,Regular,Buena,Buena,Mala,Regular
08/02/2024,11:00:00,21,61,7,6,99,93,Buena,Regular,Buena,Buena,Regular,Regular
08/02/2024,12:00:00,36,15,7,6,101,94,Buena,Buena,Buena,Buena,Mala,Regular
08/02/2024,13:00:00,63,8,7,6,101,94,Regular,Buena,Buena,Buena,Mala,Regular
08/02/2024,14:00:00,67,6,7,6,101,93,Regular,Buena,Buena,Buena,Mala,Regular
08/02/2024,15:00:00,53,5,6,6,101,91,Regular,Buena,Buena,Buena,Mala,Regular
08/02/2024,16:00:00,61,5,5,6,102,91,Regular,Buena,Buena,Buena,Mala,Regular
08/02/2024,17:00:00,65,5,4,8,102,91,Regular,Buena,Buena,Buena,Mala,Regular
08/02/2024,18:00:00,59,5,3,8,102,90,Regular,Buena,Buena,Buena,Mala,Regular
08/02/2024,19:00:00,42,10,3,8,102,90,Buena,Buena,Buena,Buena,Mala,Regular
08/02/2024,20:00:00,19,14.524,4,8,103,90,Buena,Buena,Buena,Buena,Mala,Regular
08/02/2024,21:00:00,2,14.524,6,8,103,90,Buena,Buena,Buena,Buena,Mala,Regular
08/02/2024,22:00:00,1,14.524,8,8,103,90,Buena,Buena,Buena,Buena,Mala,Regular
08/02/2024,23:00:00,1,14.524,10,8,103,91,Buena,Buena,Buena,Buena,Mala,Regular
09/02/2024,00:00:00,1,76,12,8,103,90,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,01:00:00,1,73,13,8,103,91,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,02:00:00,1,69,14,8,104,91,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,03:00:00,2,65,15,8,104,91,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,04:00:00,9,17,14,8,104,91,Buena,Buena,Buena,Buena,Mala,Regular
09/02/2024,05:00:00,4,20,12,8,104,91,Buena,Buena,Buena,Buena,Mala,Regular
09/02/2024,06:00:00,1,65,10,8,105,93,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,07:00:00,1,65,10,8,105,93,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,08:00:00,1,63,9,8,106,94,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,09:00:00,2,71,10,8,106,94,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,10:00:00,6,74,10,8,107,96,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,11:00:00,19,67,10,8,107,96,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,12:00:00,34,16,10,10,107,96,Buena,Buena,Buena,Buena,Mala,Regular
09/02/2024,13:00:00,46,12,10,10,107,97,Buena,Buena,Buena,Buena,Mala,Regular
09/02/2024,14:00:00,51,5,10,10,107,97,Regular,Buena,Buena,Buena,Mala,Regular
09/02/2024,15:00:00,41,4,8,10,107,96,Buena,Buena,Buena,Buena,Mala,Regular
09/02/2024,16:00:00,35,3,7,10,106,96,Buena,Buena,Buena,Buena,Mala,Regular
09/02/2024,17:00:00,38,4,5,8,106,97,Buena,Buena,Buena,Buena,Mala,Regular
09/02/2024,18:00:00,36,4,3,8,106,102,Buena,Buena,Buena,Buena,Mala,Mala
09/02/2024,19:00:00,31,8,3,8,106,102,Buena,Buena,Buena,Buena,Mala,Mala
09/02/2024,20:00:00,15,64,3,8,105,104,Buena,Regular,Buena,Buena,Mala,Mala
09/02/2024,21:00:00,8,69,4,8,105,105,Buena,Regular,Buena,Buena,Mala,Mala
09/02/2024,22:00:00,4,73,5,8,104,75.733,Buena,Regular,Buena,Buena,Mala,Regular
09/02/2024,23:00:00,1,73,7,8,103,75.733,Buena,Regular,Buena,Buena,Mala,Regular
10/02/2024,00:00:00,1,70,8,8,102,75.733,Buena,Regular,Buena,Buena,Mala,Regular
10/02/2024,01:00:00,1,67,9,8,101,75.733,Buena,Regular,Buena,Buena,Mala,Regular
10/02/2024,02:00:00,1,65,10,8,101,75.733,Buena,Regular,Buena,Buena,Mala,Regular
10/02/2024,03:00:00,1,62,11,8,101,75.733,Buena,Regular,Buena,Buena,Mala,Regular
10/02/2024,04:00:00,1,61,11,8,101,75.733,Buena,Regular,Buena,Buena,Mala,Regular
10/02/2024,05:00:00,1,20,10,8,101,75.733,Buena,Buena,Buena,Buena,Mala,Regular
10/02/2024,06:00:00,1,18,10,8,99,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,07:00:00,1,18,9,8,97,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,08:00:00,1,18,8,8,96,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,09:00:00,2,63,9,8,93,75.733,Buena,Regular,Buena,Buena,Regular,Regular
10/02/2024,10:00:00,8,67,9,8,90,75.733,Buena,Regular,Buena,Buena,Regular,Regular
10/02/2024,11:00:00,25,11,9,8,90,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,12:00:00,36,6,8,6,87,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,13:00:00,31,4,8,6,87,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,14:00:00,31,3,7,6,86,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,15:00:00,32,3,6,6,86,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,16:00:00,31,3,5,6,86,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,17:00:00,32,3,4,6,84,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,18:00:00,31,3,3,6,84,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,19:00:00,29,4,2,6,84,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,20:00:00,23,9,2,6,84,75.733,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,21:00:00,11,15,3,6,84,87,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,22:00:00,12,13,3,6,83,85,Buena,Buena,Buena,Buena,Regular,Regular
10/02/2024,23:00:00,10,15,4,6,80,84,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,00:00:00,14,11,4,6,77,82,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,01:00:00,7,15,4,6,74,79,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,02:00:00,1,20,5,6,71,78,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,03:00:00,1,20,5,6,70,76,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,04:00:00,23.31,18,6,6,68,76,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,05:00:00,23.31,16,6,6,67,76,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,06:00:00,1,15,6,6,67,76,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,07:00:00,1,15,6,6,65,75,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,08:00:00,2,13,6,6,64,75,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,09:00:00,6,13,6,6,63,75,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,10:00:00,14,16,6,4,58,70,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,11:00:00,25,9,6,4,55,67,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,12:00:00,34,5,6,4,54,66,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,13:00:00,30,2,5,4,52,64,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,14:00:00,29,2,4,4,52,64,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,15:00:00,27,2,4,4,52,66,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,16:00:00,29,2,3,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,17:00:00,28,2,2,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,18:00:00,26,3,2,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,19:00:00,25,3,1,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,20:00:00,21,5,1,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,21:00:00,15,9,1,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,22:00:00,11,12,2,4,54,75.733,Buena,Buena,Buena,Buena,Regular,Regular
11/02/2024,23:00:00,7,15,3,4,54,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/02/2024,00:00:00,11,12,3,4,54,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/02/2024,01:00:00,1,19,4,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/02/2024,02:00:00,7,14,4,4,54,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/02/2024,03:00:00,11,10,4,4,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
12/02/2024,04:00:00,12,8,4,4,45,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,05:00:00,12,8,4,4,43,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,06:00:00,10,9,4,4,41,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,07:00:00,4,15,4,4,40,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,08:00:00,3,16,4,4,40,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,09:00:00,11,9,4,4,39,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,10:00:00,16,7,4,4,39,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,11:00:00,21,5,4,4,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,12:00:00,22,3,4,4,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,13:00:00,22,2,4,4,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,14:00:00,23,2,4,4,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,15:00:00,24,3,3,4,38,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,16:00:00,24,3,2,4,36,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,17:00:00,25,4,2,4,36,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,18:00:00,23,4,2,4,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,19:00:00,19,5,2,4,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,20:00:00,19,6,2,4,35,57,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,21:00:00,19,7,2,4,35,75.733,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,22:00:00,11,13,2,4,35,57,Buena,Buena,Buena,Buena,Buena,Regular
12/02/2024,23:00:00,7,12,3,4,38,57,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,00:00:00,8,10,3,4,39,58,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,01:00:00,7,10,3,4,40,58,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,02:00:00,7,10,3,4,40,58,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,03:00:00,9,9,3,2,39,58,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,04:00:00,8,8,3,2,40,58,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,05:00:00,3,12,4,2,40,58,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,06:00:00,1,14,4,2,41,58,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,07:00:00,1,14,4,2,43,60,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,08:00:00,1,13,5,2,44,60,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,09:00:00,4,15,5,2,45,60,Buena,Buena,Buena,Buena,Buena,Regular
13/02/2024,10:00:00,9,17,6,4,51,63,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,11:00:00,18,16,7,4,54,66,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,12:00:00,22,7,7,4,57,66,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,13:00:00,31,4,7,4,55,66,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,14:00:00,27,5,6,4,57,66,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,15:00:00,24,3,6,4,58,66,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,16:00:00,22,2,5,4,57,66,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,17:00:00,21,3,4,4,57,66,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,18:00:00,19,4,3,4,57,66,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,19:00:00,19,5,2,4,55,67,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,20:00:00,18,9,2,4,55,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,21:00:00,14,12,3,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,22:00:00,14,10,3,4,60,75.733,Buena,Buena,Buena,Buena,Regular,Regular
13/02/2024,23:00:00,12,11,3,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,00:00:00,6,14,3,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,01:00:00,5,13,4,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,02:00:00,8,11,4,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,03:00:00,7,10,4,4,60,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,04:00:00,6,11,4,4,61,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,05:00:00,10,9,4,4,61,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,06:00:00,6,11,3,4,61,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,07:00:00,2,14,4,4,61,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,08:00:00,1,15,4,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,09:00:00,5,14,4,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,10:00:00,9,18,5,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,11:00:00,14,16,6,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,12:00:00,26,9,6,4,58,75.733,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,13:00:00,30,8,6,4,60,64,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,14:00:00,33,4,6,4,60,64,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,15:00:00,32,3,5,4,60,64,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,16:00:00,31,3,5,4,60,64,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,17:00:00,26,3,4,4,58,64,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,18:00:00,24,4,3,4,58,64,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,19:00:00,21,9,3,4,60,64,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,20:00:00,11,19,3,4,61,64,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,21:00:00,3,63,4,4,60,64,Buena,Regular,Buena,Buena,Regular,Regular
14/02/2024,22:00:00,3,18,5,4,61,66,Buena,Buena,Buena,Buena,Regular,Regular
14/02/2024,23:00:00,14,12,5,4,63,66,Buena,Buena,Buena,Buena,Regular,Regular
15/02/2024,00:00:00,19,10,5,4,61,66,Buena,Buena,Buena,Buena,Regular,Regular
15/02/2024,01:00:00,18,10,5,4,61,66,Buena,Buena,Buena,Buena,Regular,Regular
15/02/2024,02:00:00,20,7,5,4,58,66,Buena,Buena,Buena,Buena,Regular,Regular
15/02/2024,03:00:00,21,5,5,4,58,66,Buena,Buena,Buena,Buena,Regular,Regular
15/02/2024,04:00:00,20,5,4,4,55,66,Buena,Buena,Buena,Buena,Regular,Regular
15/02/2024,05:00:00,17,6,3,4,55,67,Buena,Buena,Buena,Buena,Regular,Regular
15/02/2024,06:00:00,11,10,2,4,54,67,Buena,Buena,Buena,Buena,Regular,Regular
15/02/2024,07:00:00,6,14,2,4,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
15/02/2024,08:00:00,4,16,3,4,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
15/02/2024,09:00:00,13,12,3,4,52,75.733,Buena,Buena,Buena,Buena,Regular,Regular
